0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.6507,1.5708,-1.7999,1.5708,0.13797,1.5708,2.1351,1.5708,0.38601,1.5708,-0.4623,1.5708,0.14616,1.5708,0.03702,1.5708
-2.3074,1.5708,2.0607,1.5708,-0.33839,1.5708,-0.39899,1.5708,0.63813,1.5708,0.30092,1.5708,0.20478,1.5708,0.74838,1.5708
1.8967,1.5708,1.9789,1.5708,-0.13188,1.5708,-1.3553,1.5708,-0.36212,1.5708,-0.094061,1.5708,-0.52918,1.5708,0.46365,1.5708
1.0475,1.5708,-2.9442,1.5708,-0.63777,1.5708,-1.1731,1.5708,-0.56965,1.5708,0.65418,1.5708,-0.13343,1.5708,0.942,1.5708
2.6345,1.5708,-3.009,1.5708,0.19494,1.5708,2.2138,1.5708,0.61881,1.5708,-0.38341,1.5708,-1.1582,1.5708,1.8566,1.5708
0.86854,1.5708,-0.70552,1.5708,1.1155,1.5708,2.8165,1.5708,0.39495,1.5708,0.19925,1.5708,-1.8612,1.5708,-0.16227,1.5708
-1.8807,1.5708,-1.6295,1.5708,0.57421,1.5708,3.1335,1.5708,0.052396,1.5708,0.070145,1.5708,-0.13553,1.5708,-0.37077,1.5708
-0.15371,1.5708,1.2197,1.5708,0.80023,1.5708,-2.3259,1.5708,-0.23985,1.5708,0.022026,1.5708,0.17746,1.5708,0.69071,1.5708
1.006,1.5708,0.80063,1.5708,-0.19212,1.5708,0.53172,1.5708,2.4704,1.5708,-0.28921,1.5708,-3.1153,1.5708,3.082,1.5708
-0.48359,1.5708,-0.60323,1.5708,-0.98894,1.5708,0.71732,1.5708,1.1935,1.5708,-0.011767,1.5708,0.59956,1.5708,-2.6516,1.5708
0.6435,1.5708,-0.62025,1.5708,0.31103,1.5708,2.889,1.5708,0.22208,1.5708,0.35792,1.5708,-2.4203,1.5708,1.099,1.5708
-2.9718,1.5708,2.8316,1.5708,1.2976,1.5708,1.2805,1.5708,0.70666,1.5708,0.12198,1.5708,-0.62502,1.5708,1.249,1.5708
-2.526,1.5708,2.1617,1.5708,-1.8956,1.5708,-0.12482,1.5708,-0.33208,1.5708,0.080723,1.5708,1.1182,1.5708,2.4865,1.5708
2.8387,1.5708,-0.24871,1.5708,0.16297,1.5708,1.1113,1.5708,-0.78852,1.5708,0.27474,1.5708,1.826,1.5708,-2.6269,1.5708
1.6938,1.5708,0.77498,1.5708,-0.092575,1.5708,0.028904,1.5708,0.90421,1.5708,0.0071234,1.5708,-1.6142,1.5708,-1.8092,1.5708
0.99382,1.5708,0.41677,1.5708,-0.033783,1.5708,-0.03532,1.5708,1.5019,1.5708,0.23941,1.5708,0.72116,1.5708,-2.2143,1.5708
0.048208,1.5708,0.86979,1.5708,0.21373,1.5708,-0.66872,1.5708,-0.90975,1.5708,-0.021273,1.5708,-2.9508,1.5708,0.71409,1.5708
-0.10331,1.5708,2.06,1.5708,-0.4995,1.5708,0.99771,1.5708,1.0675,1.5708,0.17788,1.5708,2.415,1.5708,-1.5967,1.5708
2.8843,1.5708,-1.1248,1.5708,0.51989,1.5708,-0.091429,1.5708,-0.72848,1.5708,-0.20418,1.5708,0.26917,1.5708,-0.10014,1.5708
3.0412,1.5708,-1.7477,1.5708,0.14092,1.5708,1.0204,1.5708,-0.17982,1.5708,0.24182,1.5708,-2.9859,1.5708,1.6263,1.5708
-1.311,1.5708,0.77844,1.5708,-0.015635,1.5708,-2.1392,1.5708,0.33902,1.5708,0.32491,1.5708,-2.9717,1.5708,1.3132,1.5708
1.53,1.5708,-0.69817,1.5708,-0.092335,1.5708,0.76579,1.5708,-0.36409,1.5708,-0.59862,1.5708,-1.2236,1.5708,1.0969,1.5708
2.7187,1.5708,0.27219,1.5708,-0.21575,1.5708,2.0344,1.5708,-0.059006,1.5708,0.19774,1.5708,1.6989,1.5708,-1.9152,1.5708
-2.6567,1.5708,-0.64952,1.5708,-0.18595,1.5708,-0.21867,1.5708,0.25873,1.5708,-0.30581,1.5708,0.095776,1.5708,-2.4642,1.5708
0.1655,1.5708,-0.91829,1.5708,0.15154,1.5708,-1.141,1.5708,-0.53127,1.5708,0.2854,1.5708,-0.94724,1.5708,-1.1017,1.5708
-0.062419,1.5708,0.3759,1.5708,-0.13193,1.5708,0.11066,1.5708,0.096474,1.5708,0.15331,1.5708,-0.56169,1.5708,1.7925,1.5708
0.16515,1.5708,0.14453,1.5708,0.18796,1.5708,0.52807,1.5708,0.060128,1.5708,0.22954,1.5708,1.0453,1.5708,-2.9702,1.5708
0.40619,1.5708,0.68918,1.5708,-0.09484,1.5708,1.5831,1.5708,1.4973,1.5708,-0.26203,1.5708,-0.89965,1.5708,-2.9353,1.5708
-0.11624,1.5708,0.69821,1.5708,-0.20516,1.5708,1.5802,1.5708,-1.0371,1.5708,0.3121,1.5708,-1.4699,1.5708,-0.65243,1.5708
-0.53059,1.5708,-0.67659,1.5708,-0.28173,1.5708,-0.7352,1.5708,0.31049,1.5708,-0.68738,1.5708,0.096474,1.5708,-2.487,1.5708
0.19076,1.5708,-0.2325,1.5708,0.10165,1.5708,-2.4077,1.5708,0.32956,1.5708,-0.40671,1.5708,1.1071,1.5708,-0.066568,1.5708
-0.33395,1.5708,0.17024,1.5708,0.25868,1.5708,2.9735,1.5708,0.51133,1.5708,-0.55603,1.5708,-0.18822,1.5708,2.1708,1.5708
0.58899,1.5708,-0.25589,1.5708,-0.10777,1.5708,-0.5779,1.5708,-0.85388,1.5708,1.4756,1.5708,-0.70205,1.5708,-1.1303,1.5708
0.17351,1.5708,0.5524,1.5708,-0.25356,1.5708,1.3045,1.5708,-0.090834,1.5708,0.035837,1.5708,0.86987,1.5708,-0.22489,1.5708
0.010475,1.5708,-0.87223,1.5708,0.40351,1.5708,0.085881,1.5708,0.10185,1.5708,-0.58945,1.5708,-0.3885,1.5708,2.2152,1.5708
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
